,SampleDate,pH,Location,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate
1831,2017-06-29,8.89,Big Sioux River @ I-90,22.73,14.99,0.86,13.5,89.0,114.0,0.04,1.5
1832,2017-07-03,8.47,Big Sioux River @ I-90,21.94,9.67,0.946,11.7,52.5,117.0,0.03,1.2
1833,2017-07-07,8.36,Big Sioux River @ I-90,24.52,7.38,0.926,7.4,42.0,74.0,0.04,0.41
1834,2017-07-11,8.36,Big Sioux River @ I-90,25.0,6.61,0.968,7.6,30.0,31.0,0.03,0.019
1835,2017-07-14,8.33,Big Sioux River @ I-90,23.31,7.43,0.966,9.1,41.0,80.0,0.01,0.01
1836,2017-07-18,8.58,Big Sioux River @ I-90,25.48,6.68,0.708,7.9,108.0,160.0,0.03,0.01
1837,2017-07-20,8.89,Big Sioux River @ I-90,26.56,12.02,0.795,10.8,105.0,41.0,0.02,0.01
1838,2017-07-25,8.13,Big Sioux River @ I-90,24.43,6.64,0.591,7.6,175.0,213.0,0.03,0.93
1839,2017-07-27,8.5,Big Sioux River @ I-90,24.51,7.29,0.743,5.6,107.5,215.0,0.02,0.59
1840,2017-08-01,8.38,Big Sioux River @ I-90,26.18,8.43,0.722,6.8,138.0,121.0,0.04,0.16
1841,2017-08-03,8.28,Big Sioux River @ I-90,22.84,6.99,0.817,7.7,99.0,68.0,0.01,
1842,2017-08-03,8.28,Big Sioux River @ I-90,22.84,6.99,0.817,,,,,0.2
1843,2017-08-08,8.55,Big Sioux River @ I-90,19.9,10.57,0.778,12.5,134.0,37.0,0.02,0.01
1844,2017-08-10,9.33,Big Sioux River @ I-90,22.2,15.3,0.725,14.4,167.0,104.0,0.03,0.01
1845,2017-08-15,8.9,Big Sioux River @ I-90,19.9,7.94,0.711,13.2,138.0,73.0,0.02,0.01
1846,2017-08-17,9.14,Big Sioux River @ I-90,21.59,14.92,0.698,15.9,132.0,565.0,0.02,0.01
1847,2017-08-22,8.39,Big Sioux River @ I-90,20.86,7.59,0.73,4.5,115.0,683.0,0.03,0.75
1848,2017-08-24,8.79,Big Sioux River @ I-90,21.86,11.91,0.809,5.7,58.0,201.0,0.04,0.95
1849,2017-08-29,8.45,Big Sioux River @ I-90,21.34,9.14,0.798,8.3,68.0,205.0,0.05,0.84
1850,2017-08-31,8.43,Big Sioux River @ I-90,23.27,8.87,0.754,6.0,677.0,365.0,0.03,1.4
1851,2017-09-05,8.5,Big Sioux River @ I-90,18.79,8.46,0.934,3.4,41.0,124.0,0.01,1.9
1852,2017-09-07,8.75,Big Sioux River @ I-90,19.2,13.43,0.932,8.5,49.0,93.0,0.04,1.5
1853,2017-09-12,8.62,Big Sioux River @ I-90,22.47,13.5,0.861,10.7,55.0,49.0,0.03,0.93
1854,2017-09-14,8.33,Big Sioux River @ I-90,21.07,7.55,0.844,8.9,32.0,56.0,0.01,0.63
1855,2017-09-19,8.33,Big Sioux River @ I-90,18.81,7.59,0.818,8.3,49.0,44.0,0.04,0.3
1856,2017-09-22,8.33,Big Sioux River @ I-90,21.2,7.56,0.824,7.7,69.0,214.0,0.04,0.6
1857,2017-09-26,8.35,Big Sioux River @ I-90,16.4,8.28,0.875,5.1,117.0,517.0,0.02,1.7
1858,2017-09-28,8.03,Big Sioux River @ I-90,14.78,8.91,0.744,2.2,142.0,1203.0,0.04,1.5
1859,2017-10-03,8.12,Big Sioux River @ I-90,14.72,9.1,0.824,2.8,158.0,,0.07,2.2
1860,2017-10-10,8.06,Big Sioux River @ I-90,11.43,9.05,0.816,2.6,128.0,,0.05,2.4
1861,2017-10-17,8.22,Big Sioux River @ I-90,9.96,10.89,1.031,2.1,48.0,,0.03,3.5
1862,2017-10-24,8.27,Big Sioux River @ I-90,9.42,10.76,1.058,2.1,51.0,,0.02,5.8
1863,2017-10-31,8.27,Big Sioux River @ I-90,2.12,13.97,1.064,2.0,25.0,,0.04,3.7
1864,2017-11-07,8.12,Big Sioux River @ I-90,1.92,14.65,1.07,2.5,20.8,,0.04,4.5
1865,2017-11-14,8.27,Big Sioux River @ I-90,2.83,14.14,1.101,4.0,15.5,,0.06,4.9
1866,2017-11-21,8.32,Big Sioux River @ I-90,0.44,14.86,1.077,1.0,12.5,,0.05,5.0
1867,2017-11-28,8.35,Big Sioux River @ I-90,3.96,14.24,1.09,2.1,13.0,,0.05,5.1
1868,2017-12-04,8.33,Big Sioux River @ I-90,2.63,14.12,1.068,3.9,8.0,,0.02,4.3
1869,2017-12-12,,Big Sioux River @ I-90,2.013768545350885,,,,,,,
1870,2017-12-19,8.23,Big Sioux River @ I-90,0.16,15.01,1.129,2.3,7.0,,0.04,4.9
1871,2017-12-26,,Big Sioux River @ I-90,0.1002750860556558,,,,,,,
1872,2018-01-02,,Big Sioux River @ I-90,0.2118411496140723,,,,,,,
1873,2018-01-09,,Big Sioux River @ I-90,3.841688769118961,,,,,,,
1874,2018-01-17,,Big Sioux River @ I-90,0.8999773716483356,,,,,,,
1875,2018-01-23,,Big Sioux River @ I-90,1.3831344973290265,,,,,,,
1876,2018-01-30,,Big Sioux River @ I-90,1.760925039839949,,,,,,,
1877,2018-02-06,,Big Sioux River @ I-90,0.2118411496140723,,,,,,,
1878,2018-02-13,,Big Sioux River @ I-90,1.0997715555080825,,,,,,,
1879,2018-02-21,,Big Sioux River @ I-90,0.3516754622279094,,,,,,,
1880,2018-02-27,,Big Sioux River @ I-90,2.105235804341805,,,,,,,
1881,2018-03-05,,Big Sioux River @ I-90,2.858880781147847,,,,,,,
1882,2018-03-16,,Big Sioux River @ I-90,3.027114042495944,,,,,,,
1883,2018-03-27,8.42,Big Sioux River @ I-90,0.47,13.97,0.533,9.6,156.0,,0.754,2.7
1884,2018-04-03,7.18,Big Sioux River @ I-90,1.22,14.19,0.592,4.1,104.0,,0.587,4.0
1885,2018-04-12,7.54,Big Sioux River @ I-90,5.32,13.08,0.944,4.1,92.0,,0.416,3.2
1886,2018-04-20,8.3,Big Sioux River @ I-90,4.29,12.74,0.675,4.2,104.0,,0.436,2.0
1887,2018-04-24,7.68,Big Sioux River @ I-90,8.71,10.31,0.571,4.3,129.0,,0.208,2.8
1888,2018-05-01,8.25,Big Sioux River @ I-90,14.82,8.34,0.628,3.6,58.0,40.0,0.05,0.85
1889,2018-05-03,8.18,Big Sioux River @ I-90,16.3,8.56,0.693,4.1,38.0,200.0,0.02,0.55
1890,2018-05-08,8.01,Big Sioux River @ I-90,18.03,7.55,0.828,4.3,26.0,5.0,0.01,0.46
1891,2018-05-10,8.05,Big Sioux River @ I-90,17.99,8.14,0.884,4.6,36.0,7.0,0.03,0.56
1892,2018-05-15,8.17,Big Sioux River @ I-90,14.14,7.74,0.964,,18.0,24.0,0.02,1.1
1893,2018-05-17,8.08,Big Sioux River @ I-90,20.15,7.29,0.992,2.61,23.5,34.0,0.01,0.87
1894,2018-05-22,8.38,Big Sioux River @ I-90,15.69,8.71,1.035,3.1,39.0,29.0,0.02,0.73
1895,2018-05-24,8.36,Big Sioux River @ I-90,21.87,7.28,1.043,3.4,36.0,34.0,0.01,0.66
1896,2018-05-29,8.55,Big Sioux River @ I-90,24.26,7.11,1.057,5.0,41.0,43.0,0.02,0.16
1897,2018-05-31,8.59,Big Sioux River @ I-90,24.7,7.0,1.057,5.0,54.5,28.0,0.02,0.16
1898,2018-06-04,8.37,Big Sioux River @ I-90,20.33,6.93,1.082,4.1,50.0,82.0,0.02,0.68
1899,2018-06-07,8.33,Big Sioux River @ I-90,22.74,7.9,1.091,4.2,68.0,86.0,0.02,0.8
1900,2018-06-12,8.35,Big Sioux River @ I-90,21.82,7.11,1.077,2.3,84.0,411.0,0.07,1.4
1901,2018-06-14,8.5,Big Sioux River @ I-90,22.01,6.59,1.09,1.0,69.0,281.0,0.04,1.7
1902,2018-06-19,8.24,Big Sioux River @ I-90,23.05,6.4,0.997,3.6,80.0,210.0,0.1,1.6
1903,2018-06-21,7.76,Big Sioux River @ I-90,18.78,6.95,0.8,5.2,64.0,2420.0,0.13,3.2
1904,2018-06-25,8.16,Big Sioux River @ I-90,21.79,7.12,0.886,1.6,88.0,488.0,0.04,5.0
1905,2018-06-28,7.8,Big Sioux River @ I-90,22.19,6.66,0.772,5.0,85.0,1120.0,0.05,5.0
1906,2018-07-03,7.98,Big Sioux River @ I-90,22.46,6.05,0.686,2.2,95.0,1733.0,0.08,3.4
1907,2018-07-05,8.11,Big Sioux River @ I-90,24.36,5.7,0.848,3.4,39.0,488.0,0.0439,3.5
1908,2018-07-09,8.24,Big Sioux River @ I-90,25.72,6.46,0.915,4.1,34.0,158.0,0.0311,2.3
1909,2018-07-12,8.29,Big Sioux River @ I-90,26.59,6.5,1.045,2.1,100.0,201.0,0.04,2.8
1910,2018-07-16,8.21,Big Sioux River @ I-90,24.17,6.46,1.018,5.8,120.0,365.0,0.04,2.7
1911,2018-07-19,8.01,Big Sioux River @ I-90,23.96,6.1,1.065,2.9,114.0,1986.0,0.05,2.8
1912,2018-07-24,8.12,Big Sioux River @ I-90,23.99,6.13,0.572,1.6,113.0,387.0,0.03,1.2
1913,2018-07-26,7.91,Big Sioux River @ I-90,23.61,6.82,0.747,4.3,63.5,155.0,0.02,1.0
1914,2018-07-31,8.35,Big Sioux River @ I-90,21.88,7.77,1.05,2.3,42.0,88.0,0.02,2.2
1915,2018-08-02,8.26,Big Sioux River @ I-90,20.86,7.51,1.068,3.5,27.0,53.0,0.02,1.9
1916,2018-08-06,8.44,Big Sioux River @ I-90,21.82,7.97,1.064,4.2,52.0,2420.0,0.03,1.6
1917,2018-08-09,8.42,Big Sioux River @ I-90,23.92,7.66,0.997,5.9,94.0,816.0,0.001,1.3
1918,2018-08-14,8.31,Big Sioux River @ I-90,25.12,7.21,1.027,5.3,56.0,80.0,0.03,0.88
1919,2018-08-17,8.14,Big Sioux River @ I-90,22.89,8.53,1.034,6.2,,120.0,0.0382,0.87
1920,2018-08-21,8.41,Big Sioux River @ I-90,19.3,8.74,0.917,4.7,82.0,2420.0,0.03,1.5
1921,2018-08-23,8.4,Big Sioux River @ I-90,19.47,8.1,0.986,6.0,81.0,102.0,0.03,1.4
1922,2018-08-28,8.29,Big Sioux River @ I-90,21.76,6.97,0.929,9.4,54.0,133.0,0.02,0.01
1923,2018-08-30,8.29,Big Sioux River @ I-90,19.13,8.36,0.956,12.5,80.0,111.0,0.0242,0.027
1924,2018-09-04,8.2,Big Sioux River @ I-90,22.59,7.1,1.051,8.1,29.0,79.0,0.0501,0.65
1925,2018-09-06,8.2,Big Sioux River @ I-90,18.96,8.32,1.085,5.8,51.0,79.0,0.0561,0.91
1926,2018-09-11,8.33,Big Sioux River @ I-90,19.23,8.0,0.923,5.9,75.0,140.0,0.0602,1.1
1927,2018-09-13,8.32,Big Sioux River @ I-90,20.27,7.55,1.04,7.6,42.0,108.0,0.0349,1.1
1928,2018-09-18,8.38,Big Sioux River @ I-90,20.28,7.51,1.041,9.1,70.0,548.0,0.0488,0.67
1929,2018-09-20,8.08,Big Sioux River @ I-90,17.8,0.854,7.88,4.0,194.0,2420.0,0.07,1.1
1930,2018-09-25,7.86,Big Sioux River @ I-90,14.69,8.84,0.813,4.7,122.0,1733.0,0.0334,2.9
1931,2018-09-27,7.96,Big Sioux River @ I-90,13.88,9.49,0.962,2.8,200.0,1553.0,0.113,3.6
1932,2018-10-02,8.28,Big Sioux River @ I-90,10.89,1.094,,1.5,40.0,,0.03,4.5
1933,2018-10-10,8.17,Big Sioux River @ I-90,8.29,11.11,1.008,4.2,100.0,,0.0206,4.2
1934,2018-10-16,8.34,Big Sioux River @ I-90,5.43,12.41,1.009,1.99,58.0,,0.04,5.0
1935,2018-10-25,8.32,Big Sioux River @ I-90,7.79,11.67,1.136,3.1,34.0,,0.03,4.9
1936,2018-10-30,8.15,Big Sioux River @ I-90,8.35,10.91,1.127,4.7,36.0,,0.0281,4.8
1937,2018-11-06,8.03,Big Sioux River @ I-90,4.67,12.35,1.112,3.4,31.0,,0.03,4.5
1938,2018-11-08,8.21,Big Sioux River @ I-90,2.07,14.16,1.14,3.3,30.0,,0.08,5.4
1939,2018-11-15,8.3,Big Sioux River @ I-90,0.33,14.68,1.193,3.8,14.0,,0.01,6.5
1940,2018-11-20,7.96,Big Sioux River @ I-90,-0.04,14.57,1.2,4.8,13.5,,0.0248,5.8
1941,2018-11-27,7.91,Big Sioux River @ I-90,-0.05,13.99,1.054,4.6,10.0,,0.12,5.7
1942,2018-12-04,,Big Sioux River @ I-90,1.6335504489486787,,,,,,,
1943,2018-12-11,,Big Sioux River @ I-90,1.1167916618998857,,,,,,,
1944,2018-12-18,,Big Sioux River @ I-90,4.113977044490412,,,,,,,
1945,2018-12-27,,Big Sioux River @ I-90,2.333643028361595,,,,,,,
1946,2019-01-02,,Big Sioux River @ I-90,0.914012044403407,,,,,,,
1947,2019-01-08,,Big Sioux River @ I-90,3.0705075889118514,,,,,,,
1948,2019-02-01,,Big Sioux River @ I-90,1.002760624305655,,,,,,,
1949,2019-02-12,,Big Sioux River @ I-90,0.4744648750113209,,,,,,,
1950,2019-02-19,,Big Sioux River @ I-90,0.2955299446679729,,,,,,,
1951,2019-02-26,,Big Sioux River @ I-90,0.2330054451828139,,,,,,,
1952,2019-03-05,,Big Sioux River @ I-90,0.4597714795556317,,,,,,,
1953,2019-03-12,,Big Sioux River @ I-90,4.003198964679278,,,,,,,
1954,2019-03-19,,Big Sioux River @ I-90,5.159644230157561,,,,,,,
1955,2019-03-26,,Big Sioux River @ I-90,6.242768340973394,,,,,,,
1956,2019-04-02,,Big Sioux River @ I-90,4.4615167747095805,,,,,,,
1957,2019-04-09,,Big Sioux River @ I-90,8.663979727887703,,,,,,,
1958,2019-04-16,,Big Sioux River @ I-90,11.518140604416056,,,,,,,
1959,2019-04-18,8.68,Big Sioux River @ I-90,2.6,9.65,,,,,,
1960,2019-04-23,,Big Sioux River @ I-90,11.518140604416056,,,,,,,
1961,2019-04-30,8.16,Big Sioux River @ I-90,9.17,11.2,0.826,2.55,24.0,,0.0036,1.2
1962,2019-05-07,8.04,Big Sioux River @ I-90,12.45,10.01,0.946,3.8,104.0,28.0,0.0049,0.93
1963,2019-05-09,7.91,Big Sioux River @ I-90,9.83,10.45,0.942,1.77,82.7,228.0,0.065,1.2
1964,2019-05-14,8.07,Big Sioux River @ I-90,14.38,10.12,0.888,1.52,20.0,44.0,0.0037,0.93
1965,2019-05-16,8.3,Big Sioux River @ I-90,18.88,8.78,0.935,3.2,28.0,75.0,0.0096,0.79
1966,2019-05-21,8.11,Big Sioux River @ I-90,11.79,8.82,0.913,0.03,30.4,178.0,0.0125,1.1
1967,2019-05-23,7.82,Big Sioux River @ I-90,11.4,8.62,0.835,2.1,19.2,1300.0,0.0163,1.1
1968,2019-05-28,8.2,Big Sioux River @ I-90,15.92,8.42,0.842,5.8,26.0,816.0,0.0359,0.81
1969,2019-05-30,7.88,Big Sioux River @ I-90,15.52,8.04,0.794,3.6,56.0,548.0,0.0441,1.4
1970,2019-06-04,8.18,Big Sioux River @ I-90,20.86,7.6,0.993,2.16,46.0,29.0,0.03,1.1
1971,2019-06-06,8.13,Big Sioux River @ I-90,22.98,7.54,1.021,0.89,32.5,276.0,0.03,1.1
1972,2019-06-11,7.87,Big Sioux River @ I-90,20.28,6.83,1.048,1.94,48.0,24.0,0.2,1.3
1973,2019-06-13,7.91,Big Sioux River @ I-90,17.9,7.3,1.007,1.71,55.5,1414.0,0.25,1.7
1974,2019-06-18,7.98,Big Sioux River @ I-90,21.63,6.69,0.992,6.0,66.0,435.0,0.05,1.8
1975,2019-06-20,7.98,Big Sioux River @ I-90,21.72,6.78,0.945,2.6,68.0,111.0,0.05,1.9
1976,2019-06-25,8.05,Big Sioux River @ I-90,20.28,7.41,1.025,2.47,80.0,261.0,0.07,1.7
1977,2019-06-26,8.05,Big Sioux River @ I-90,22.35,7.27,1.031,,80.0,214.0,0.05,1.8
1978,2019-07-01,8.02,Big Sioux River @ I-90,25.98,6.28,0.963,3.1,75.0,236.0,0.03,2.0
1979,2019-07-03,8.08,Big Sioux River @ I-90,25.67,6.49,0.973,1.42,69.0,192.0,0.03,1.9
1980,2019-07-09,8.09,Big Sioux River @ I-90,24.03,6.8,0.858,2.8,84.0,2420.0,0.04,1.3
1981,2019-07-11,8.06,Big Sioux River @ I-90,23.4,7.07,0.877,3.3,72.0,921.0,0.03,1.5
1982,2019-07-16,8.04,Big Sioux River @ I-90,25.9,6.23,0.785,1.49,43.0,488.0,0.02,0.77
1983,2019-07-18,8.06,Big Sioux River @ I-90,26.35,6.25,0.872,0.75,48.0,201.0,0.03,0.6
1984,2019-07-22,8.1,Big Sioux River @ I-90,23.01,6.28,0.876,2.6,68.0,547.0,0.09,0.98
1985,2019-07-23,8.03,Big Sioux River @ I-90,23.0,6.87,0.897,11.8,55.0,222.0,0.04,0.94
1986,2019-07-30,8.15,Big Sioux River @ I-90,23.01,6.62,1.031,4.0,76.0,461.0,0.03,0.96
1987,2019-08-01,8.06,Big Sioux River @ I-90,22.4,7.18,0.94,2.5,74.0,79.0,0.04,1.0
1988,2019-08-05,7.77,Big Sioux River @ I-90,24.58,5.67,1.01,2.6,61.0,72.0,0.03,0.85
1989,2019-08-08,8.11,Big Sioux River @ I-90,24.96,6.81,1.045,3.5,85.0,43.0,0.04,0.85
1990,2019-08-13,8.18,Big Sioux River @ I-90,22.39,7.45,1.012,2.9,86.0,52.0,0.03,0.94
1991,2019-08-15,,Big Sioux River @ I-90,20.409789027793096,,,2.7,75.0,121.0,0.02,1.0
1992,2019-08-20,,Big Sioux River @ I-90,24.417858743390784,,,2.4,117.0,1046.0,0.02,1.2
1993,2019-08-22,,Big Sioux River @ I-90,19.617106084460623,,,2.8,59.0,326.0,0.02,0.74
1994,2019-08-27,,Big Sioux River @ I-90,18.77497941324296,,,2.7,62.0,2420.0,0.01,0.91
1995,2019-08-29,8.14,Big Sioux River @ I-90,20.74532232793236,,,2.0,55.0,161.0,0.02,1.1
1996,2019-09-04,8.2,Big Sioux River @ I-90,18.484057534751244,,,1.6,54.0,59.0,0.01,1.0
1997,2019-09-06,8.22,Big Sioux River @ I-90,20.909117685261887,,,2.5,64.0,44.0,0.01,1.0
1998,2019-09-10,,Big Sioux River @ I-90,22.532504926918225,,,1.79,63.0,2420.0,0.03,1.0
1999,2019-09-12,7.82,Big Sioux River @ I-90,19.617106084460623,,,3.6,194.0,2420.0,0.18,1.2
2000,2019-09-17,,Big Sioux River @ I-90,24.921792467754376,,,,,,,
2001,2019-09-20,,Big Sioux River @ I-90,24.232477246569605,,,,,,,
2002,2019-09-24,,Big Sioux River @ I-90,21.461251622657525,,,,,,,
2003,2019-09-26,,Big Sioux River @ I-90,15.02816235877978,,,,,,,
2004,2019-10-01,,Big Sioux River @ I-90,10.460239316318612,,,,,,,
2005,2019-10-08,8.23,Big Sioux River @ I-90,11.2,9.65,,4.4,65.2,,0.02,2.0
2006,2019-10-15,8.29,Big Sioux River @ I-90,4.8,11.92,,2.63,38.5,,0.05,2.4
2007,2019-10-22,8.28,Big Sioux River @ I-90,8.2,9.65,,2.5,42.5,,0.02,2.9
2008,2019-10-29,8.22,Big Sioux River @ I-90,3.9,12.18,,1.64,32.0,,0.02,2.9
2009,2019-11-07,8.3,Big Sioux River @ I-90,1.5,13.35,,2.7,27.0,,0.02,3.0
2010,2019-11-12,8.25,Big Sioux River @ I-90,0.0,14.5,,3.7,31.0,,0.03,3.1
2011,2019-11-19,8.25,Big Sioux River @ I-90,1.9,13.76,,1.9,46.0,,0.04,3.3
2012,2019-11-26,8.31,Big Sioux River @ I-90,1.9,13.0,,1.13,31.0,,0.04,3.1
2013,2019-12-03,8.25,Big Sioux River @ I-90,0.0,14.34,,4.0,26.4,,0.02,3.3
2014,2019-12-10,,Big Sioux River @ I-90,0.4896193757899708,,,,,,,
2015,2019-12-17,,Big Sioux River @ I-90,1.01833704772081,,,,,,,
2016,2019-12-23,,Big Sioux River @ I-90,2.73818432260584,,,,,,,
2017,2019-12-31,,Big Sioux River @ I-90,1.2623180995434211,,,,,,,
2018,2020-01-06,,Big Sioux River @ I-90,2.8181346179801308,,,,,,,
2019,2020-01-14,,Big Sioux River @ I-90,1.0341460254885628,,,,,,,
2020,2020-01-21,,Big Sioux River @ I-90,0.5052489031779328,,,,,,,
2021,2020-01-28,,Big Sioux River @ I-90,1.205742463105713,,,,,,,
2022,2020-02-04,,Big Sioux River @ I-90,0.8999773716483356,,,,,,,
2023,2020-02-11,,Big Sioux River @ I-90,1.7347309029692026,,,,,,,
2024,2020-02-18,,Big Sioux River @ I-90,1.0664743906031329,,,,,,,
2025,2020-02-25,,Big Sioux River @ I-90,2.510332136305661,,,,,,,
2026,2020-03-03,,Big Sioux River @ I-90,5.22710852568776,,,,,,,
2027,2020-03-09,8.04,Big Sioux River @ I-90,0.7,11.84,,7.0,230.0,,0.31,2.9
2028,2020-03-17,8.23,Big Sioux River @ I-90,1.2,12.48,,5.0,74.0,,0.16,2.6
2029,2020-03-24,8.32,Big Sioux River @ I-90,3.5,12.49,,3.0,57.0,,0.04,3.0
2030,2020-03-31,8.32,Big Sioux River @ I-90,6.8,11.14,,4.0,72.0,,0.03,3.2
2031,2020-04-07,8.46,Big Sioux River @ I-90,8.2,11.52,,3.0,46.0,,0.03,2.7
2032,2020-04-16,8.75,Big Sioux River @ I-90,4.1,12.23,,5.0,32.0,,0.02,2.0
2033,2020-04-21,8.56,Big Sioux River @ I-90,9.9,10.2,,3.0,35.0,,0.02,2.0
2034,2020-04-28,8.39,Big Sioux River @ I-90,14.7,8.95,,3.0,33.0,,0.01,1.3
2035,2020-05-05,8.46,Big Sioux River @ I-90,14.4,8.66,,4.0,37.0,22.0,0.01,1.1
2036,2020-05-12,8.52,Big Sioux River @ I-90,9.3,10.72,,4.0,24.0,34.0,0.02,2.1
2037,2020-05-19,8.38,Big Sioux River @ I-90,14.1,9.3,,3.0,54.0,138.0,0.01,1.7
2038,2020-05-26,8.28,Big Sioux River @ I-90,18.3,7.55,,2.8,67.0,156.0,0.03,2.1
2039,2020-06-02,8.34,Big Sioux River @ I-90,22.2,7.13,,3.0,72.0,52.0,0.01,1.8
2040,2020-06-09,8.29,Big Sioux River @ I-90,23.5,7.3,,3.0,108.0,115.0,0.03,1.4
2041,2020-06-17,8.38,Big Sioux River @ I-90,23.0,7.06,,4.0,83.0,199.0,0.02,3.7
2042,2020-06-23,8.32,Big Sioux River @ I-90,21.4,7.52,,3.0,98.0,365.0,0.01,2.7
2043,2020-06-30,8.26,Big Sioux River @ I-90,25.0,7.08,,1.38,132.0,411.0,0.02,2.5
2044,2020-07-08,8.29,Big Sioux River @ I-90,26.0,6.9,,1.9,124.0,3106.0,0.02,2.6
2045,2020-07-14,8.35,Big Sioux River @ I-90,25.0,6.15,,6.0,72.0,236.0,0.02,2.0
2046,2020-07-21,8.38,Big Sioux River @ I-90,25.0,7.42,,4.0,54.0,86.0,0.01,1.8
2047,2020-07-28,8.64,Big Sioux River @ I-90,25.3,6.48,,5.0,94.0,62.0,0.02,0.69
2048,2020-08-04,8.52,Big Sioux River @ I-90,21.4,7.91,,3.18,86.0,52.0,0.02,0.01
2049,2020-08-11,8.49,Big Sioux River @ I-90,22.9,6.56,,9.47,64.0,387.0,0.02,0.01
2050,2020-08-20,8.42,Big Sioux River @ I-90,22.8,5.7,,10.83,89.0,81.0,0.02,0.01
2051,2020-08-27,8.33,Big Sioux River @ I-90,24.9,5.23,,9.66,70.0,219.0,0.02,0.02
2052,2020-09-03,8.42,Big Sioux River @ I-90,18.8,6.63,,11.3,74.0,105.0,0.02,1.7
2053,2020-09-10,8.68,Big Sioux River @ I-90,12.1,9.44,,10.79,70.0,45.0,0.03,0.15
2054,2020-09-17,8.64,Big Sioux River @ I-90,16.3,7.88,,7.32,148.0,206.0,0.02,1.2
2055,2020-09-24,8.57,Big Sioux River @ I-90,18.2,6.93,,10.65,136.0,167.0,0.03,0.2
2056,2020-10-01,8.9,Big Sioux River @ I-90,11.5,8.82,,9.81,75.0,326.0,0.02,0.37
2057,2020-10-08,8.83,Big Sioux River @ I-90,11.6,9.36,,10.59,104.0,,0.02,0.4
2058,2020-10-15,8.98,Big Sioux River @ I-90,8.6,9.47,,11.34,72.0,,0.01,0.01
2059,2020-10-22,9.1,Big Sioux River @ I-90,3.6,12.41,,10.84,64.0,,0.02,0.01
2060,2020-10-29,8.95,Big Sioux River @ I-90,1.2,12.79,,6.27,32.0,,0.02,2.2
2061,2020-11-05,8.77,Big Sioux River @ I-90,5.5,12.0,,5.05,18.0,,0.02,2.5
2062,2020-11-12,8.9,Big Sioux River @ I-90,2.3,13.29,,7.19,42.0,,0.04,1.4
2063,2020-11-19,8.72,Big Sioux River @ I-90,2.7,18.79,,3.35,30.0,,0.02,2.3
2064,2020-11-27,9.21,Big Sioux River @ I-90,0.1,13.72,,5.86,26.0,,0.02,2.2
2065,2020-12-03,,Big Sioux River @ I-90,2.69897083560888,,,,,,,
2066,2020-12-10,,Big Sioux River @ I-90,5.295246920528398,,,,,,,
2067,2020-12-17,,Big Sioux River @ I-90,1.6091331071449115,,,,,,,
2068,2020-12-21,,Big Sioux River @ I-90,4.401990736763495,,,,,,,
2069,2020-12-30,,Big Sioux River @ I-90,1.4696818435408177,,,,,,,
2070,2021-01-07,,Big Sioux River @ I-90,2.69897083560888,,,,,,,
2071,2021-01-14,,Big Sioux River @ I-90,3.6856775756180618,,,,,,,
2072,2021-01-21,,Big Sioux River @ I-90,2.584320692427028,,,,,,,
2073,2021-01-28,,Big Sioux River @ I-90,1.1340639059326978,,,,,,,
2074,2021-02-03,,Big Sioux River @ I-90,2.69897083560888,,,,,,0.19,
2075,2021-02-11,,Big Sioux River @ I-90,0.1956697960040027,,,,,,,
2076,2021-02-18,,Big Sioux River @ I-90,0.3990027507804242,,,,,,,
2077,2021-02-25,,Big Sioux River @ I-90,3.158928969052324,,,,,,,
2078,2021-03-04,,Big Sioux River @ I-90,6.477717245895433,,,,,,,
2079,2021-03-11,8.38,Big Sioux River @ I-90,1.0,12.53,,9.12,251.0,,0.48,1.6
2080,2021-03-18,,Big Sioux River @ I-90,3.737076713282666,,,,,,,
2081,2021-03-25,8.6,Big Sioux River @ I-90,5.4,11.64,,5.47,108.0,,0.14,2.9
2082,2021-04-01,8.66,Big Sioux River @ I-90,4.5,11.41,,4.44,74.0,,0.04,2.6
2083,2021-04-06,8.61,Big Sioux River @ I-90,12.1,9.52,,4.72,89.7,,0.02,1.9
2084,2021-04-15,8.33,Big Sioux River @ I-90,5.6,13.96,,3.98,146.0,,0.07,2.7
2085,2021-04-21,8.59,Big Sioux River @ I-90,7.7,10.95,,3.59,88.0,,0.04,1.7
2086,2021-04-29,,Big Sioux River @ I-90,14.588706240130104,,,4.65,70.0,,0.06,1.2
2087,2021-05-03,8.55,Big Sioux River @ I-90,15.8,11.04,,6.24,89.0,46.0,0.04,0.53
2088,2021-05-13,8.57,Big Sioux River @ I-90,13.4,10.05,,11.31,62.0,29.0,0.06,0.05
2089,2021-05-20,8.36,Big Sioux River @ I-90,17.9,7.19,,7.24,72.0,61.0,0.03,0.05
2090,2021-05-27,8.43,Big Sioux River @ I-90,18.3,6.5,,8.34,66.0,345.0,0.03,0.04
2091,2021-06-03,8.41,Big Sioux River @ I-90,19.7,6.68,,10.74,75.0,108.0,0.02,0.03
2092,2021-06-10,8.31,Big Sioux River @ I-90,26.7,4.68,,7.59,51.3,155.0,0.03,0.06
2093,2021-06-17,8.36,Big Sioux River @ I-90,23.8,4.76,,6.53,53.0,308.0,0.01,0.03
