,SampleDate,pH,Location,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate
239,2015-04-02,7.91,Big Sioux River @ Bahnson,12.23,12.53,0.905,8.1,51.2,,0.16,2.1
240,2015-04-09,7.59,Big Sioux River @ Bahnson,6.88,12.16,0.914,7.2,42.0,,0.02,2.0
241,2015-04-16,8.07,Big Sioux River @ Bahnson,16.43,12.77,0.884,9.6,47.0,,0.04,1.5
242,2015-04-23,8.64,Big Sioux River @ Bahnson,11.15,12.37,0.965,7.1,38.7,,0.03,2.6
243,2015-04-30,8.34,Big Sioux River @ Bahnson,16.49,8.69,0.805,10.7,48.0,,0.05,1.0
244,2015-05-07,8.07,Big Sioux River @ Bahnson,18.15,7.62,0.915,,42.0,1300.0,,
245,2015-05-12,8.35,Big Sioux River @ Bahnson,14.12,12.34,0.863,8.6,40.0,186.0,0.04,1.4
246,2015-05-14,8.08,Big Sioux River @ Bahnson,14.37,8.25,0.771,11.3,107.0,801.0,,0.88
247,2015-05-19,8.01,Big Sioux River @ Bahnson,10.7,15.61,0.872,,67.0,2420.0,,2.7
248,2015-05-20,8.33,Big Sioux River @ Bahnson,12.72,10.43,0.878,,44.0,1046.0,,1.9
249,2015-05-26,8.33,Big Sioux River @ Bahnson,17.46,9.55,0.986,,43.5,387.0,,2.2
250,2015-05-28,8.17,Big Sioux River @ Bahnson,20.16,9.33,0.956,6.0,39.0,112.0,,1.3
251,2015-06-02,8.45,Big Sioux River @ Bahnson,19.92,10.7,0.913,6.9,53.5,166.0,0.05,1.2
252,2015-06-04,8.1,Big Sioux River @ Bahnson,20.07,7.97,0.894,7.5,53.0,461.0,0.21,1.6
253,2015-06-09,7.95,Big Sioux River @ Bahnson,23.3,7.03,0.58,4.0,222.0,2420.0,0.18,2.9
254,2015-06-11,8.11,Big Sioux River @ Bahnson,21.09,7.38,0.842,4.1,122.0,624.0,0.25,3.3
255,2015-06-16,8.3,Big Sioux River @ Bahnson,22.22,7.8,0.956,7.5,93.0,1733.0,0.04,2.4
256,2015-06-18,8.16,Big Sioux River @ Bahnson,20.22,7.72,0.942,8.2,90.0,196.0,0.05,1.9
257,2015-06-23,7.97,Big Sioux River @ Bahnson,23.49,8.29,0.802,10.9,123.0,613.0,0.08,1.6
258,2015-06-25,8.21,Big Sioux River @ Bahnson,22.38,7.96,0.75,5.2,84.0,345.0,0.03,3.2
259,2015-06-30,8.0,Big Sioux River @ Bahnson,23.85,7.03,0.857,4.7,45.0,219.0,0.13,2.9
260,2015-07-02,8.19,Big Sioux River @ Bahnson,21.02,7.53,0.944,4.3,86.0,398.0,0.23,3.0
261,2015-07-07,7.89,Big Sioux River @ Bahnson,21.78,7.6,0.433,5.0,362.0,2420.0,0.44,2.6
262,2015-07-09,7.92,Big Sioux River @ Bahnson,21.47,7.64,0.707,5.0,143.0,794.0,0.06,3.8
263,2015-07-14,8.21,Big Sioux River @ Bahnson,26.56,6.46,0.904,4.7,83.0,556.0,0.06,2.9
264,2015-07-16,8.29,Big Sioux River @ Bahnson,24.7,6.41,0.936,6.5,72.0,291.0,0.06,2.1
265,2015-07-21,8.17,Big Sioux River @ Bahnson,24.17,7.72,0.878,8.0,61.0,770.0,0.05,1.1
266,2015-07-23,8.19,Big Sioux River @ Bahnson,23.69,7.13,0.913,6.6,43.0,201.0,0.04,1.1
267,2015-07-28,7.67,Big Sioux River @ Bahnson,25.69,7.09,0.773,10.0,85.0,2420.0,0.13,0.69
268,2015-07-30,8.22,Big Sioux River @ Bahnson,24.24,8.06,0.755,8.0,51.5,548.0,0.08,0.76
269,2015-08-04,8.11,Big Sioux River @ Bahnson,24.71,7.95,0.731,11.4,87.5,148.0,0.16,0.65
270,2015-08-06,8.07,Big Sioux River @ Bahnson,23.4,6.25,0.761,10.8,93.0,127.0,0.3,0.6
271,2015-08-11,8.11,Big Sioux River @ Bahnson,23.96,7.77,0.665,12.5,145.0,2420.0,0.16,0.28
272,2015-08-13,8.0,Big Sioux River @ Bahnson,23.46,6.83,0.556,6.9,175.0,770.0,0.2,1.8
273,2015-08-18,8.13,Big Sioux River @ Bahnson,19.24,7.55,0.652,7.4,76.0,2420.0,0.11,1.3
274,2015-08-20,8.24,Big Sioux River @ Bahnson,19.48,8.95,0.836,7.5,118.0,2420.0,0.06,2.1
275,2015-08-25,8.17,Big Sioux River @ Bahnson,18.49,8.54,0.875,3.3,105.0,488.0,0.08,2.3
276,2015-08-26,8.26,Big Sioux River @ Bahnson,19.86,8.52,0.904,4.4,87.0,204.0,0.09,2.1
277,2015-09-01,7.91,Big Sioux River @ Bahnson,22.52,8.0,1.0,,44.0,138.0,,1.5
278,2015-09-03,8.25,Big Sioux River @ Bahnson,23.88,8.67,0.472,,40.0,88.0,,0.78
279,2015-09-08,8.22,Big Sioux River @ Bahnson,22.05,7.97,0.875,,48.0,1733.0,,0.33
280,2015-09-09,8.17,Big Sioux River @ Bahnson,20.92,7.08,0.881,,46.0,365.0,,0.75
281,2015-09-15,8.13,Big Sioux River @ Bahnson,20.67,8.62,0.886,,60.0,,,
282,2015-09-17,8.21,Big Sioux River @ Bahnson,22.33,6.97,0.89,,49.0,,,1.1
283,2015-09-22,8.11,Big Sioux River @ Bahnson,19.91,7.42,0.94,,47.0,126.0,,2.0
284,2015-09-24,7.92,Big Sioux River @ Bahnson,18.43,7.37,0.514,8.5,144.0,,,0.73
285,2015-09-29,8.28,Big Sioux River @ Bahnson,17.67,9.41,0.9,,49.0,,0.06,1.4
286,2015-10-01,8.3,Big Sioux River @ Bahnson,15.39,9.24,0.896,11.3,60.0,,0.18,1.6
287,2015-10-06,8.16,Big Sioux River @ Bahnson,14.69,9.63,0.973,10.8,50.0,,,2.3
288,2015-10-13,8.02,Big Sioux River @ Bahnson,12.98,11.8,0.964,11.8,63.0,,,2.5
289,2015-10-20,8.34,Big Sioux River @ Bahnson,14.55,11.37,0.99,12.9,43.0,,,2.5
290,2015-10-27,8.35,Big Sioux River @ Bahnson,10.02,11.77,1.003,9.7,35.0,,0.08,2.5
291,2015-11-03,8.37,Big Sioux River @ Bahnson,10.65,12.75,1.075,6.5,34.0,,0.27,3.2
292,2015-11-12,8.29,Big Sioux River @ Bahnson,5.53,13.66,0.911,6.6,33.0,,0.18,2.7
293,2015-11-17,8.17,Big Sioux River @ Bahnson,10.04,10.65,0.933,7.8,42.0,,0.22,2.6
294,2015-11-24,8.33,Big Sioux River @ Bahnson,1.22,14.87,1.296,5.4,10.5,,0.29,4.6
295,2015-12-03,8.45,Big Sioux River @ Bahnson,0.53,17.22,1.53,5.6,8.7,,0.28,5.2
296,2015-12-10,8.25,Big Sioux River @ Bahnson,2.31,14.66,1.276,3.2,11.2,,0.49,4.2
297,2015-12-17,8.35,Big Sioux River @ Bahnson,0.48,14.99,1.342,3.9,10.8,,0.24,4.7
298,2015-12-22,8.22,Big Sioux River @ Bahnson,0.71,15.0,1.323,2.5,7.2,,0.08,5.7
299,2015-12-31,8.12,Big Sioux River @ Bahnson,0.07,15.22,1.407,2.5,5.5,,0.1,5.4
300,2016-01-05,8.13,Big Sioux River @ Bahnson,0.03,14.29,1.327,2.5,4.4,,0.07,4.7
301,2016-01-12,8.06,Big Sioux River @ Bahnson,0.03,16.07,1.391,,3.2,,,5.5
302,2016-01-19,7.92,Big Sioux River @ Bahnson,-0.05,12.93,1.373,,4.5,,0.22,7.7
303,2016-01-26,8.03,Big Sioux River @ Bahnson,0.56,15.25,1.419,4.3,3.8,,,6.9
304,2016-02-01,8.08,Big Sioux River @ Bahnson,0.63,14.82,1.389,5.7,8.2,,,4.9
305,2016-02-09,8.07,Big Sioux River @ Bahnson,0.05,16.48,1.339,3.2,3.3,,1.22,6.4
306,2016-02-16,8.08,Big Sioux River @ Bahnson,0.63,14.89,1.88,,11.6,,0.26,5.0
307,2016-02-23,8.19,Big Sioux River @ Bahnson,0.73,16.46,0.981,,47.0,,0.46,4.0
308,2016-03-01,8.31,Big Sioux River @ Bahnson,0.26,17.2,1.085,3.2,38.0,,,5.5
309,2016-03-08,8.28,Big Sioux River @ Bahnson,6.1,12.81,1.077,,98.0,,,4.3
310,2016-03-15,8.29,Big Sioux River @ Bahnson,10.56,11.02,0.979,,93.0,,0.15,7.1
311,2016-03-22,8.39,Big Sioux River @ Bahnson,6.81,11.48,1.073,,51.5,,,4.1
312,2016-03-29,8.38,Big Sioux River @ Bahnson,6.99,12.09,1.189,,55.0,,,4.0
313,2016-04-05,8.46,Big Sioux River @ Bahnson,8.27,11.38,1.176,6.0,48.5,,,5.6
314,2016-04-14,8.38,Big Sioux River @ Bahnson,12.31,10.9,1.19,,,,,4.0
315,2016-04-21,8.41,Big Sioux River @ Bahnson,13.58,11.22,1.008,,,,,2.3
316,2016-04-26,8.44,Big Sioux River @ Bahnson,14.03,10.32,1.173,10.3,,,,1.6
317,2016-05-03,8.34,Big Sioux River @ Bahnson,12.01,10.94,1.156,,83.0,816.0,0.06,4.9
318,2016-05-06,8.39,Big Sioux River @ Bahnson,15.96,10.04,1.225,5.4,62.0,276.0,,4.1
319,2016-05-09,8.45,Big Sioux River @ Bahnson,17.65,9.67,1.224,8.6,53.5,114.0,0.11,3.3
320,2016-05-12,8.38,Big Sioux River @ Bahnson,15.32,8.8,1.203,,66.0,2420.0,0.12,3.1
321,2016-05-17,8.34,Big Sioux River @ Bahnson,13.79,10.1,1.181,5.4,57.0,166.0,,4.7
322,2016-05-19,8.6,Big Sioux River @ Bahnson,17.28,9.8,1.185,5.0,51.0,102.0,0.05,4.1
323,2016-05-24,8.35,Big Sioux River @ Bahnson,14.54,9.53,1.127,,42.0,299.0,,3.4
324,2016-05-26,8.52,Big Sioux River @ Bahnson,22.17,8.06,1.121,,63.0,461.0,,2.8
325,2016-05-31,8.25,Big Sioux River @ Bahnson,20.22,8.1,0.985,6.1,150.0,4106.0,,5.8
326,2016-06-02,8.3,Big Sioux River @ Bahnson,20.15,8.11,1.216,7.4,35.0,631.0,0.17,5.3
327,2016-06-07,8.38,Big Sioux River @ Bahnson,19.23,8.37,1.285,4.7,68.0,285.0,0.02,4.8
328,2016-06-08,8.45,Big Sioux River @ Bahnson,19.77,8.13,1.275,8.4,86.0,173.0,0.01,4.1
329,2016-06-14,8.49,Big Sioux River @ Bahnson,25.02,7.18,1.213,9.1,61.0,820.0,0.02,2.8
330,2016-06-16,8.73,Big Sioux River @ Bahnson,26.08,8.71,1.183,13.1,80.0,379.0,0.03,2.6
331,2016-06-21,8.5,Big Sioux River @ Bahnson,24.17,7.52,1.111,6.8,44.0,579.0,0.03,3.2
332,2016-06-23,8.4,Big Sioux River @ Bahnson,25.16,7.64,1.053,10.3,94.0,397.0,0.06,2.6
333,2016-06-28,8.54,Big Sioux River @ Bahnson,23.85,8.36,1.165,10.0,83.0,248.0,0.03,2.0
334,2016-06-30,8.68,Big Sioux River @ Bahnson,26.35,9.36,1.137,13.8,64.5,420.0,0.02,1.0
335,2016-07-05,8.28,Big Sioux River @ Bahnson,24.56,9.61,1.135,10.8,30.0,101.0,0.04,0.84
336,2016-07-07,8.1,Big Sioux River @ Bahnson,24.24,7.71,1.073,9.3,28.0,1723.0,0.06,1.4
337,2016-07-12,8.14,Big Sioux River @ Bahnson,23.89,7.48,0.794,9.0,63.0,921.0,0.12,1.6
338,2016-07-14,8.78,Big Sioux River @ Bahnson,24.96,10.63,0.888,10.6,36.0,166.0,0.04,1.9
339,2016-07-19,8.28,Big Sioux River @ Bahnson,25.7,7.55,0.674,12.8,53.0,2419.6,0.04,0.42
340,2016-07-20,8.3,Big Sioux River @ Bahnson,26.12,6.24,0.893,11.5,43.0,870.0,0.06,0.41
341,2016-07-26,8.49,Big Sioux River @ Bahnson,26.22,7.94,0.856,8.0,65.0,326.0,0.03,0.45
342,2016-07-28,8.34,Big Sioux River @ Bahnson,25.11,7.81,0.888,15.6,81.5,164.0,0.14,0.29
343,2016-08-02,8.22,Big Sioux River @ Bahnson,24.46,6.64,0.944,14.0,69.0,111.0,0.12,0.71
344,2016-08-04,8.45,Big Sioux River @ Bahnson,26.65,8.35,0.975,15.2,63.0,114.0,0.12,0.68
345,2016-08-10,8.11,Big Sioux River @ Bahnson,27.42,5.92,0.916,11.1,48.0,229.0,0.04,0.67
346,2016-08-11,7.82,Big Sioux River @ Bahnson,24.6,6.06,0.549,11.8,104.0,4839.2,0.14,0.71
347,2016-08-16,8.52,Big Sioux River @ Bahnson,24.04,6.73,0.784,16.8,183.0,420.0,0.03,0.01
348,2016-08-18,8.65,Big Sioux River @ Bahnson,25.47,8.9,0.753,13.1,188.0,203.0,0.02,0.01
349,2016-08-23,8.69,Big Sioux River @ Bahnson,21.53,10.7,0.917,13.0,92.0,160.0,0.03,0.93
350,2016-08-25,8.8,Big Sioux River @ Bahnson,21.72,8.45,0.99,9.1,73.0,203.0,0.02,1.0
351,2016-08-30,8.48,Big Sioux River @ Bahnson,23.58,7.17,0.948,12.3,85.0,85.0,0.02,0.23
352,2016-09-01,8.37,Big Sioux River @ Bahnson,23.1,7.25,0.939,15.2,56.0,75.0,0.1,0.17
353,2016-09-06,8.15,Big Sioux River @ Bahnson,22.06,6.64,0.821,8.5,59.0,2046.0,0.03,0.43
354,2016-09-08,8.67,Big Sioux River @ Bahnson,23.41,7.02,0.855,13.8,75.0,571.0,0.03,0.43
355,2016-09-13,8.49,Big Sioux River @ Bahnson,17.33,9.38,0.831,15.0,86.0,86.0,0.07,0.53
356,2016-09-16,7.86,Big Sioux River @ Bahnson,17.2,8.01,0.607,11.3,103.0,6932.0,0.08,0.7
357,2016-09-20,8.26,Big Sioux River @ Bahnson,19.84,11.03,0.973,11.1,71.0,148.0,0.05,1.3
358,2016-09-22,8.09,Big Sioux River @ Bahnson,21.49,10.38,0.959,13.0,64.0,512.0,0.11,0.9
359,2016-09-27,8.42,Big Sioux River @ Bahnson,15.26,10.62,0.927,12.6,75.0,116.0,0.03,0.77
360,2016-09-29,8.32,Big Sioux River @ Bahnson,14.6,11.17,0.916,18.9,73.0,162.0,0.07,0.66
361,2016-10-04,8.16,Big Sioux River @ Bahnson,16.53,8.81,0.93,10.8,,,,1.9
362,2016-10-11,8.2,Big Sioux River @ Bahnson,12.12,8.91,1.0,,46.0,,0.09,3.6
363,2016-10-18,8.23,Big Sioux River @ Bahnson,13.27,7.63,1.128,7.5,47.0,,0.07,3.9
364,2016-10-25,8.25,Big Sioux River @ Bahnson,10.21,11.22,1.119,8.8,31.0,,0.05,3.2
365,2016-11-01,8.26,Big Sioux River @ Bahnson,10.23,11.67,1.117,6.3,21.0,,0.02,3.0
366,2016-11-08,8.29,Big Sioux River @ Bahnson,9.52,12.22,1.046,10.0,42.0,,0.03,
367,2016-11-15,8.2,Big Sioux River @ Bahnson,7.36,9.97,1.042,7.3,21.3,,0.03,2.3
368,2016-11-21,8.25,Big Sioux River @ Bahnson,0.48,14.26,1.073,6.3,15.6,,0.06,3.0
369,2016-11-29,8.23,Big Sioux River @ Bahnson,2.44,12.05,1.094,6.8,24.0,,0.03,3.6
370,2016-12-05,8.29,Big Sioux River @ Bahnson,1.67,9.58,1.096,6.0,31.6,,0.05,4.6
371,2016-12-13,8.31,Big Sioux River @ Bahnson,-0.05,14.11,1.316,2.3,9.4,,0.09,7.1
372,2016-12-20,7.99,Big Sioux River @ Bahnson,0.01,13.4,1.314,2.2,8.0,,0.37,5.9
373,2016-12-27,7.76,Big Sioux River @ Bahnson,0.0,12.53,1.105,4.6,16.8,,0.25,4.0
374,2017-01-03,7.92,Big Sioux River @ Bahnson,-0.04,9.98,1.094,6.0,9.0,,0.21,5.3
375,2017-01-10,,Big Sioux River @ Bahnson,-0.05,10.55,1.305,3.4,11.3,,0.18,5.3
376,2017-01-17,8.36,Big Sioux River @ Bahnson,-0.04,16.09,1.343,7.0,4.8,,0.26,4.2
377,2017-01-23,8.01,Big Sioux River @ Bahnson,0.28,9.54,0.709,14.3,30.0,,0.97,3.0
378,2017-01-31,8.11,Big Sioux River @ Bahnson,0.36,9.77,1.112,7.9,8.5,,0.49,3.9
379,2017-02-06,8.1,Big Sioux River @ Bahnson,1.1,13.16,1.081,3.2,9.0,,0.3,4.5
380,2017-02-14,8.07,Big Sioux River @ Bahnson,0.65,12.15,0.858,12.2,21.2,,0.4,3.4
381,2017-02-22,8.13,Big Sioux River @ Bahnson,2.74,13.62,0.668,12.6,398.0,,0.28,2.2
382,2017-02-28,8.3,Big Sioux River @ Bahnson,2.14,12.53,0.82,7.6,89.0,,0.33,2.2
383,2017-03-07,8.42,Big Sioux River @ Bahnson,5.58,8.95,1.035,6.0,69.0,,0.08,2.6
384,2017-03-16,8.34,Big Sioux River @ Bahnson,2.04,11.04,1.145,5.7,22.0,,0.06,3.1
385,2017-03-21,8.43,Big Sioux River @ Bahnson,4.91,9.69,1.131,11.3,65.5,,0.04,3.0
386,2017-03-28,8.44,Big Sioux River @ Bahnson,6.78,10.11,1.122,3.7,51.0,,0.03,2.5
387,2017-04-04,8.51,Big Sioux River @ Bahnson,10.87,8.03,1.148,4.8,84.0,,0.02,2.5
388,2017-04-11,8.54,Big Sioux River @ Bahnson,8.04,9.41,1.147,8.0,50.0,,0.1,2.1
389,2017-04-18,8.51,Big Sioux River @ Bahnson,14.95,6.85,1.145,7.9,74.5,,0.03,2.0
390,2017-04-27,8.59,Big Sioux River @ Bahnson,6.73,7.99,1.164,7.5,18.0,,0.05,1.7
391,2017-05-02,8.31,Big Sioux River @ Bahnson,7.22,7.84,1.085,7.6,109.0,1986.0,0.05,2.0
392,2017-05-04,8.31,Big Sioux River @ Bahnson,13.15,5.98,1.158,5.2,57.0,260.0,0.09,3.3
393,2017-05-09,8.53,Big Sioux River @ Bahnson,17.95,7.77,1.163,7.6,46.0,30.0,0.1,2.3
394,2017-05-11,8.74,Big Sioux River @ Bahnson,17.77,9.08,1.174,10.1,40.0,26.0,0.02,2.0
395,2017-05-15,8.57,Big Sioux River @ Bahnson,21.17,6.25,1.049,14.2,61.0,687.0,0.08,1.3
396,2017-05-18,8.43,Big Sioux River @ Bahnson,16.21,7.46,1.074,10.3,69.0,3973.0,0.14,2.0
397,2017-05-23,8.32,Big Sioux River @ Bahnson,11.44,7.35,1.074,3.1,138.0,650.0,0.04,6.0
398,2017-05-25,8.32,Big Sioux River @ Bahnson,14.57,8.71,1.1,6.3,116.0,341.0,0.04,
399,2017-05-31,8.48,Big Sioux River @ Bahnson,16.64,8.65,1.197,6.7,80.0,110.0,0.03,3.8
400,2017-06-01,8.48,Big Sioux River @ Bahnson,19.04,8.59,1.208,8.4,102.0,75.0,0.03,3.4
401,2017-06-06,8.49,Big Sioux River @ Bahnson,22.25,7.61,1.198,4.2,63.0,86.0,0.06,2.9
402,2017-06-08,8.66,Big Sioux River @ Bahnson,25.71,8.41,1.166,9.8,56.0,108.0,0.03,2.2
403,2017-06-13,8.46,Big Sioux River @ Bahnson,22.98,6.49,1.088,7.9,53.0,2420.0,0.06,2.5
404,2017-06-15,8.41,Big Sioux River @ Bahnson,24.32,6.32,1.094,6.1,129.0,1827.0,0.13,4.1
405,2017-06-20,8.67,Big Sioux River @ Bahnson,20.99,9.67,1.135,8.3,91.0,228.0,0.06,3.7
406,2017-06-22,8.87,Big Sioux River @ Bahnson,22.99,10.81,1.019,12.7,126.0,331.0,0.09,1.5
407,2017-06-27,8.8,Big Sioux River @ Bahnson,19.16,11.76,0.995,14.2,92.0,345.0,0.03,1.2
408,2017-06-29,8.67,Big Sioux River @ Bahnson,22.88,9.76,0.817,12.9,98.0,921.0,0.08,2.2
409,2017-07-03,8.61,Big Sioux River @ Bahnson,23.54,10.42,1.047,17.7,56.0,148.0,0.1,1.2
410,2017-07-07,8.58,Big Sioux River @ Bahnson,25.14,9.83,1.037,7.9,52.0,210.0,0.07,1.5
411,2017-07-11,8.44,Big Sioux River @ Bahnson,25.04,8.46,1.056,11.5,35.0,150.0,0.04,1.4
412,2017-07-14,8.44,Big Sioux River @ Bahnson,23.84,8.78,1.073,11.8,35.0,112.0,0.03,1.6
413,2017-07-18,8.34,Big Sioux River @ Bahnson,25.64,8.38,0.807,14.1,56.0,12033.0,0.09,0.46
414,2017-07-20,9.24,Big Sioux River @ Bahnson,27.73,15.91,0.864,16.6,81.0,288.0,0.05,0.42
415,2017-07-25,8.44,Big Sioux River @ Bahnson,24.87,9.14,0.653,13.5,128.0,146.0,0.04,0.93
416,2017-07-27,8.59,Big Sioux River @ Bahnson,25.07,9.84,0.766,9.8,54.0,390.0,0.03,1.0
417,2017-08-01,8.78,Big Sioux River @ Bahnson,26.79,9.8,0.742,10.6,92.0,121.0,0.04,0.37
418,2017-08-03,8.33,Big Sioux River @ Bahnson,22.53,7.12,0.818,11.6,101.0,201.0,0.02,0.49
419,2017-08-08,8.76,Big Sioux River @ Bahnson,21.62,11.87,0.831,14.8,196.0,291.0,0.04,1.1
420,2017-08-10,9.02,Big Sioux River @ Bahnson,22.89,11.62,0.784,13.2,200.0,402.0,0.04,0.72
421,2017-08-15,8.57,Big Sioux River @ Bahnson,20.89,8.75,0.82,12.8,162.0,179.0,0.03,0.82
422,2017-08-17,8.94,Big Sioux River @ Bahnson,22.17,11.96,0.705,14.7,118.0,2098.0,0.03,0.58
423,2017-08-22,8.45,Big Sioux River @ Bahnson,20.59,8.91,0.679,9.4,139.0,1956.0,0.1,0.92
424,2017-08-24,8.76,Big Sioux River @ Bahnson,21.99,9.92,0.874,7.8,52.0,285.0,0.06,1.5
425,2017-08-29,8.55,Big Sioux River @ Bahnson,21.55,10.82,0.902,8.6,52.0,387.0,0.06,1.1
426,2017-08-31,8.62,Big Sioux River @ Bahnson,23.63,9.86,0.803,13.1,62.0,276.0,0.1,1.8
427,2017-09-05,8.63,Big Sioux River @ Bahnson,18.79,10.36,0.978,7.0,27.0,99.0,0.02,2.0
428,2017-09-07,8.73,Big Sioux River @ Bahnson,19.71,12.88,0.97,11.4,36.0,84.0,0.12,1.9
429,2017-09-12,8.67,Big Sioux River @ Bahnson,23.66,12.04,0.921,11.8,47.0,148.0,0.09,1.6
430,2017-09-14,8.46,Big Sioux River @ Bahnson,22.05,9.51,0.928,11.4,36.0,91.0,0.01,1.8
431,2017-09-19,8.38,Big Sioux River @ Bahnson,19.51,8.43,0.942,7.8,52.0,161.0,0.05,1.9
432,2017-09-22,8.46,Big Sioux River @ Bahnson,22.31,9.5,0.9,8.7,69.0,435.0,0.05,1.6
433,2017-09-26,8.45,Big Sioux River @ Bahnson,16.06,9.77,0.879,7.9,69.0,435.0,0.07,2.0
434,2017-09-28,8.33,Big Sioux River @ Bahnson,15.53,9.95,0.789,5.5,141.0,1986.0,0.09,1.9
435,2017-10-03,8.28,Big Sioux River @ Bahnson,14.6,10.36,0.464,8.0,257.0,,0.11,1.3
436,2017-10-10,8.26,Big Sioux River @ Bahnson,11.66,11.5,0.854,4.6,168.0,,0.07,2.2
437,2017-10-17,8.31,Big Sioux River @ Bahnson,10.52,11.85,1.069,2.3,50.0,,0.06,3.5
438,2017-10-24,8.37,Big Sioux River @ Bahnson,8.95,11.73,1.099,5.5,53.0,,0.03,3.6
439,2017-10-31,8.37,Big Sioux River @ Bahnson,2.0,14.42,1.108,3.6,19.0,,0.05,4.2
440,2017-11-07,8.3,Big Sioux River @ Bahnson,2.1,14.8,1.114,5.0,17.6,,0.07,4.8
441,2017-11-14,8.32,Big Sioux River @ Bahnson,3.4,14.18,1.134,2.7,14.5,,0.14,4.8
442,2017-11-21,8.45,Big Sioux River @ Bahnson,0.56,15.25,1.125,2.2,14.0,,0.05,4.2
443,2017-11-28,8.43,Big Sioux River @ Bahnson,4.41,14.93,1.119,3.7,17.0,,0.05,4.8
444,2017-12-04,8.4,Big Sioux River @ Bahnson,3.81,13.58,1.122,6.5,8.5,,0.1,4.7
445,2017-12-12,8.35,Big Sioux River @ Bahnson,0.23,15.64,1.226,3.5,10.0,,0.04,6.2
446,2017-12-19,8.31,Big Sioux River @ Bahnson,0.55,15.0,1.178,4.0,8.5,,0.04,5.1
447,2017-12-26,8.33,Big Sioux River @ Bahnson,-0.05,20.31,0.99,3.6,4.0,,0.13,6.6
448,2018-01-02,7.85,Big Sioux River @ Bahnson,-0.02,16.5,1.459,3.1,5.0,,0.16,5.6
449,2018-01-09,,Big Sioux River @ Bahnson,3.450806408026537,,,,,,,
450,2018-01-17,,Big Sioux River @ Bahnson,0.6874819645780801,,,,,,,
451,2018-01-23,8.05,Big Sioux River @ Bahnson,0.82,16.23,1.455,3.9,5.5,,0.14,5.3
452,2018-01-30,8.14,Big Sioux River @ Bahnson,0.39,16.29,1.371,3.1,2.4,,0.09,6.1
453,2018-02-06,8.27,Big Sioux River @ Bahnson,0.15,18.6,1.391,2.4,5.6,,0.11,6.3
454,2018-02-13,8.1,Big Sioux River @ Bahnson,0.35,15.98,1.443,4.1,1.6,,0.38,7.4
455,2018-02-21,8.13,Big Sioux River @ Bahnson,-0.06,15.63,1.492,4.0,8.0,,0.18,6.6
456,2018-02-27,8.03,Big Sioux River @ Bahnson,3.35,15.84,1.676,4.4,0.9,,0.22,6.7
457,2018-03-05,8.0,Big Sioux River @ Bahnson,0.3,16.2,0.95,13.0,100.0,,0.42,2.6
458,2018-03-16,8.08,Big Sioux River @ Bahnson,0.0,14.82,0.83,12.5,25.0,,0.78,3.6
459,2018-03-20,8.08,Big Sioux River @ Bahnson,0.83,15.24,0.947,9.2,35.0,,0.45,3.5
460,2018-03-27,8.2,Big Sioux River @ Bahnson,0.67,15.96,0.602,10.4,128.0,,0.761,3.1
461,2018-04-03,8.06,Big Sioux River @ Bahnson,1.34,15.43,0.677,5.2,114.0,,0.674,3.9
462,2018-04-12,8.11,Big Sioux River @ Bahnson,5.85,13.94,1.045,4.7,80.0,,0.38,2.9
463,2018-04-20,8.21,Big Sioux River @ Bahnson,4.29,14.53,0.86,3.7,102.0,,0.412,1.8
464,2018-04-24,8.07,Big Sioux River @ Bahnson,9.2,12.63,0.685,5.2,130.0,,0.219,2.9
465,2018-05-01,8.25,Big Sioux River @ Bahnson,15.05,10.08,0.706,3.7,104.0,40.0,0.05,0.96
466,2018-05-03,8.33,Big Sioux River @ Bahnson,16.28,9.57,0.784,4.4,52.0,73.0,0.02,0.6
467,2018-05-08,8.28,Big Sioux River @ Bahnson,17.95,8.23,0.913,5.6,45.0,210.0,0.09,0.61
468,2018-05-10,8.27,Big Sioux River @ Bahnson,17.63,8.71,0.98,4.2,52.0,13.0,0.04,0.66
469,2018-05-15,8.29,Big Sioux River @ Bahnson,14.43,9.11,1.054,,43.0,53.0,0.04,1.3
470,2018-05-17,8.33,Big Sioux River @ Bahnson,20.28,7.88,1.083,3.8,41.5,34.0,0.02,1.5
471,2018-05-22,8.33,Big Sioux River @ Bahnson,15.96,8.93,1.112,2.9,33.0,79.0,0.02,1.9
472,2018-05-24,8.36,Big Sioux River @ Bahnson,22.22,7.43,1.118,3.5,53.0,548.0,0.02,0.95
473,2018-05-29,8.51,Big Sioux River @ Bahnson,24.49,8.1,1.128,5.9,49.0,69.0,0.03,0.42
474,2018-05-31,8.59,Big Sioux River @ Bahnson,25.05,8.2,1.144,5.7,58.0,109.0,0.02,0.39
475,2018-06-04,8.45,Big Sioux River @ Bahnson,20.47,7.78,1.163,5.9,58.5,194.0,0.04,0.89
476,2018-06-07,8.42,Big Sioux River @ Bahnson,22.68,7.22,1.168,4.3,47.0,125.0,0.02,1.1
477,2018-06-12,8.32,Big Sioux River @ Bahnson,22.03,7.54,1.152,3.1,53.0,326.0,0.17,2.1
478,2018-06-14,8.32,Big Sioux River @ Bahnson,22.38,7.14,1.142,1.2,62.0,387.0,0.06,2.0
